date,ticker,open,high,low,close,percent_change
2004-09-17,GOOGL,2.863363027572632,2.940190076828003,2.8415920734405518,2.940190076828003,3.088530294836826
2004-09-20,GOOGL,2.9266769886016846,3.0430428981781006,2.9221720695495605,2.9869871139526367,1.5916330543881145
2004-09-21,GOOGL,2.9982481002807617,3.0135140419006348,2.9406909942626953,2.948949098587036,-1.273457631869909
2004-09-22,GOOGL,2.9379379749298096,2.9947450160980225,2.923172950744629,2.9624619483947754,0.45822594273376316
2004-09-23,GOOGL,2.9739739894866943,3.068819046020508,2.9284279346466064,3.023524045944214,2.061194324623318
2004-09-24,GOOGL,3.026526927947998,3.1056060791015625,2.996997117996216,2.998749017715454,-0.8194090026171031
2004-09-27,GOOGL,2.9919919967651367,3.025024890899658,2.9479479789733887,2.959459066390991,-1.3102113945632992
2004-09-28,GOOGL,3.035536050796509,3.188188076019287,3.008258104324341,3.1746749877929688,7.272137122830004
2004-09-29,GOOGL,3.170670986175537,3.3788790702819824,3.1589090824127197,3.280280113220215,3.3264862019989856
2004-09-30,GOOGL,3.25075101852417,3.3108110427856445,3.2282280921936035,3.2432429790496826,-1.1290844955973374
2004-10-01,GOOGL,3.27327299118042,3.3593590259552,3.2257258892059326,3.3178179264068604,2.2993943974875815
2004-10-04,GOOGL,3.3846349716186523,3.4251749515533447,3.3541040420532227,3.379879951477051,1.870567537062003
2004-10-05,GOOGL,3.3698699474334717,3.466717004776001,3.3093090057373047,3.4627130031585693,2.450769047146762
2004-10-06,GOOGL,3.4421920776367188,3.464715003967285,3.4034030437469482,3.4304299354553223,-0.9323056133673091
2004-10-07,GOOGL,3.4264259338378906,3.5005009174346924,3.4171669483184814,3.4747250080108643,1.2912396810011713
2004-10-08,GOOGL,3.471471071243286,3.495495080947876,3.428929090499878,3.4466969966888428,-0.806625308690726
2004-10-11,GOOGL,3.4284279346466064,3.474975109100342,3.349600076675415,3.38488507270813,-1.7933669260771716
2004-10-12,GOOGL,3.3643639087677,3.4436941146850586,3.3383378982543945,3.4384379386901855,1.5821177036066947
2004-10-13,GOOGL,3.5865869522094727,3.592341899871826,3.5055060386657715,3.5260260105133057,2.547321585699037
2004-10-14,GOOGL,3.5287790298461914,3.563062906265259,3.4674670696258545,3.553554058074951,0.7807102806266049
2004-10-15,GOOGL,3.6268770694732666,3.641140937805176,3.5523018836975098,3.606355905532837,1.4858883977830866
2004-10-18,GOOGL,3.5835840702056885,3.733733892440796,3.5337839126586914,3.7327330112457275,3.5042882350852858
2004-10-19,GOOGL,3.766266107559204,3.8138139247894287,3.687437057495117,3.702202081680298,-0.8179242788982805
2004-10-20,GOOGL,3.704453945159912,3.728477954864502,3.49349308013916,3.515765905380249,-5.035818472000645
2004-10-21,GOOGL,3.613614082336426,3.757006883621216,3.544044017791748,3.7382380962371826,6.3278442548316365
2004-10-22,GOOGL,4.267767906188965,4.508759021759033,4.106105804443359,4.315064907073975,15.430446001216763
2004-10-25,GOOGL,4.414413928985596,4.8656158447265625,4.318068027496338,4.689690113067627,8.681797703193391
2004-10-26,GOOGL,4.663163185119629,4.8208208084106445,4.504505157470703,4.5495500564575195,-2.9882583546322805
2004-10-27,GOOGL,4.572573184967041,4.742743015289307,4.54879903793335,4.653903961181641,2.293719234410966
2004-10-28,GOOGL,4.6716718673706055,4.864614963531494,4.6446452140808105,4.837337017059326,3.94148777902824
2004-10-29,GOOGL,4.977227210998535,5.003754138946533,4.76977014541626,4.770771026611328,-1.3760875087521667
2004-11-01,GOOGL,4.843594074249268,4.946697235107422,4.786537170410156,4.905655860900879,2.8273172939376905
2004-11-02,GOOGL,4.97447395324707,4.986236095428467,4.8383378982543945,4.876626968383789,-0.5917433537981392
2004-11-03,GOOGL,4.959458827972412,5.045044898986816,4.773523807525635,4.796546936035156,-1.6421192940901306
2004-11-04,GOOGL,4.7157158851623535,4.764764785766602,4.5883378982543945,4.622121810913086,-3.6364728094634424
2004-11-05,GOOGL,4.554053783416748,4.562061786651611,4.217967987060547,4.237987995147705,-8.310767900110715
2004-11-08,GOOGL,4.277527809143066,4.390389919281006,4.23923921585083,4.318068027496338,1.8895766679924684
2004-11-09,GOOGL,4.356856822967529,4.3843841552734375,4.135886192321777,4.22172212600708,-2.2312270412543778
2004-11-10,GOOGL,4.271020889282227,4.317317008972168,4.162412166595459,4.2007012367248535,-0.4979221430214829
2004-11-11,GOOGL,4.232481956481934,4.598348140716553,4.1934428215026855,4.580080032348633,9.031320587787581
2004-11-12,GOOGL,4.635385036468506,4.749750137329102,4.439438819885254,4.5545549392700195,-0.5573067042132929
2004-11-15,GOOGL,4.515766143798828,4.71271276473999,4.4732232093811035,4.626376152038574,1.576909571323907
2004-11-16,GOOGL,4.44194221496582,4.491240978240967,4.275024890899658,4.3178181648254395,-6.6695395504572454
2004-11-17,GOOGL,4.229730129241943,4.44194221496582,4.229228973388672,4.316816806793213,-0.02319129694677741
2004-11-18,GOOGL,4.26151180267334,4.364864826202393,4.147397041320801,4.19269323348999,-2.8753495656311854
2004-11-19,GOOGL,4.23173189163208,4.253754138946533,4.1671671867370605,4.23923921585083,1.1101690433500915
2004-11-22,GOOGL,4.115866184234619,4.241742134094238,4.036787033081055,4.131631851196289,-2.5383650031399285
2004-11-23,GOOGL,4.203453063964844,4.275024890899658,4.1666669845581055,4.192192077636719,1.4657701513965926
2004-11-24,GOOGL,4.374875068664551,4.434685230255127,4.3170671463012695,4.373373031616211,4.321866713741562
2004-11-26,GOOGL,4.3993988037109375,4.505255222320557,4.387386798858643,4.48923921585083,2.6493551635543877
2004-11-29,GOOGL,4.513514041900635,4.5783281326293945,4.442192077636719,4.530780792236328,0.925358939189985
2004-11-30,GOOGL,4.522272109985352,4.579579830169678,4.51076078414917,4.554053783416748,0.5136640293942075
2004-12-01,GOOGL,4.553302764892578,4.5670671463012695,4.493243217468262,4.503503799438477,-1.1099997141523785
2004-12-02,GOOGL,4.502001762390137,4.54229211807251,4.468217849731445,4.4894890785217285,-0.3111959385600049
2004-12-03,GOOGL,4.503252983093262,4.531031131744385,4.444444179534912,4.514514923095703,0.5574319067552999
2004-12-06,GOOGL,4.482732772827148,4.522021770477295,4.404904842376709,4.4116621017456055,-2.2782696059750576
2004-12-07,GOOGL,4.404404163360596,4.409409046173096,4.268017768859863,4.290040016174316,-2.7568313884049656
2004-12-08,GOOGL,4.263012886047363,4.346345901489258,4.222472190856934,4.253754138946533,-0.8458167544120364
2004-12-09,GOOGL,4.2605109214782715,4.341842174530029,4.21596622467041,4.340089797973633,2.0296344407079703
2004-12-10,GOOGL,4.340089797973633,4.376376152038574,4.286537170410156,4.295546054840088,-1.026332292809752
2004-12-13,GOOGL,4.308558940887451,4.333834171295166,4.240489959716797,4.2655158042907715,-0.6991020504943546
2004-12-14,GOOGL,4.2792792320251465,4.474975109100342,4.24424409866333,4.47172212600708,4.834264627712347
2004-12-15,GOOGL,4.454204082489014,4.5217719078063965,4.4209208488464355,4.498999118804932,0.6099885464530846
2004-12-16,GOOGL,4.428177833557129,4.5167670249938965,4.403152942657471,4.416165828704834,-1.8411492848236133
2004-12-17,GOOGL,4.423422813415527,4.517016887664795,4.418168067932129,4.50650691986084,2.0456906434263353
2004-12-20,GOOGL,4.5545549392700195,4.716216087341309,4.551301002502441,4.630129814147949,2.743208797534185
2004-12-21,GOOGL,4.662412166595459,4.701702117919922,4.589590072631836,4.598348140716553,-0.6864099864820971
2004-12-22,GOOGL,4.602101802825928,4.675926208496094,4.579830169677734,4.662161827087402,1.3877523932084366
2004-12-23,GOOGL,4.690940856933594,4.719719886779785,4.6546549797058105,4.702201843261719,0.8588293941596329
2004-12-27,GOOGL,4.733482837677002,4.837337017059326,4.732232093811035,4.802553176879883,2.1341349640693985
2004-12-28,GOOGL,4.807558059692383,4.843594074249268,4.780029773712158,4.823823928833008,0.4429050792300473
2004-12-29,GOOGL,4.7992987632751465,4.842843055725098,4.7992987632751465,4.827326774597168,0.07261553936956347
2004-12-30,GOOGL,4.8290791511535645,4.9607110023498535,4.801051139831543,4.944944858551025,2.4365055328924248
2004-12-31,GOOGL,4.985735893249512,5.002001762390137,4.818819046020508,4.824574947357178,-2.4342012830678685
2005-01-03,GOOGL,4.939939975738525,5.096096038818359,4.891390800476074,5.0728230476379395,5.145491633760357
2005-01-04,GOOGL,5.040040016174316,5.0783281326293945,4.841842174530029,4.867366790771484,-4.050136480950616
2005-01-05,GOOGL,4.841091156005859,4.927426815032959,4.810561180114746,4.842593193054199,-0.5089733069686846
2005-01-06,GOOGL,4.881882190704346,4.902401924133301,4.69769811630249,4.718468189239502,-2.5631928775832655
2005-01-07,GOOGL,4.770771026611328,4.861111164093018,4.724224090576172,4.851100921630859,2.8109277645195796
2005-01-10,GOOGL,4.867366790771484,4.957457065582275,4.800550937652588,4.881381034851074,0.6241905437422888
2005-01-11,GOOGL,4.895394802093506,4.94769811630249,4.834333896636963,4.8433427810668945,-0.7792518861486541
2005-01-12,GOOGL,4.863112926483154,4.903152942657471,4.767267227172852,4.8893890380859375,0.9507123303153833
2005-01-13,GOOGL,4.8893890380859375,4.939690113067627,4.856105804443359,4.8881378173828125,-0.025590532751200726
2005-01-14,GOOGL,4.904904842376709,5.005255222320557,4.858108043670654,5.00425386428833,2.3754658981298524
2005-01-18,GOOGL,5.0292792320251465,5.130630970001221,4.971470832824707,5.102602958679199,1.9653098555353898
2005-01-19,GOOGL,5.121370792388916,5.137638092041016,4.922673225402832,4.937437057495117,-3.2368950224344903
2005-01-20,GOOGL,4.817317008972168,4.911160945892334,4.804804801940918,4.852852821350098,-1.7131202921689737
2005-01-21,GOOGL,4.868368148803711,4.888888835906982,4.70770788192749,4.711711883544922,-2.908411670434905
2005-01-24,GOOGL,4.7219719886779785,4.737987995147705,4.512513160705566,4.522522926330566,-4.01529129731117
2005-01-25,GOOGL,4.55305290222168,4.560561180114746,4.4116621017456055,4.432432174682617,-1.9920463227158482
2005-01-26,GOOGL,4.486236095428467,4.739990234375,4.4832329750061035,4.735735893249512,6.842828194852468
2005-01-27,GOOGL,4.723723888397217,4.726225852966309,4.634634971618652,4.706707000732422,-0.6129753257243225
2005-01-28,GOOGL,4.755255222320557,4.872372150421143,4.663163185119629,4.76326322555542,1.2016092103076992
2005-01-31,GOOGL,4.847096920013428,4.913914203643799,4.797798156738281,4.895394802093506,2.773971755942141
2005-02-01,GOOGL,4.864364147186279,4.921421051025391,4.77052116394043,4.80230188369751,-1.9016427103322717
2005-02-02,GOOGL,5.394144058227539,5.425425052642822,5.096597194671631,5.154153823852539,7.326735150688248
2005-02-03,GOOGL,5.154904842376709,5.339590072631836,5.150400161743164,5.2767767906188965,2.3791095678766783
2005-02-04,GOOGL,5.166916847229004,5.198948860168457,5.070069789886475,5.114113807678223,-3.0826201182103743
2005-02-07,GOOGL,5.136637210845947,5.165164947509766,4.892642974853516,4.905655860900879,-4.076130383809007
2005-02-08,GOOGL,4.928928852081299,5.0055060386657715,4.868117809295654,4.97097110748291,1.3314274061213236
2005-02-09,GOOGL,5.02402400970459,5.045044898986816,4.741240978240967,4.7942938804626465,-3.554179318288687
2005-02-10,GOOGL,4.804053783416748,4.810060024261475,4.635886192321777,4.704204082489014,-1.8791046235350761
2005-02-11,GOOGL,4.671171188354492,4.812812805175781,4.656405925750732,4.689690113067627,-0.30853188269220067
2005-02-14,GOOGL,4.575826168060303,4.831831932067871,4.529530048370361,4.829579830169678,2.982920272541119
2005-02-15,GOOGL,4.844844818115234,5.001000881195068,4.831831932067871,4.885635852813721,1.1606811485725779
2005-02-16,GOOGL,4.872372150421143,4.9882378578186035,4.862361907958984,4.96521520614624,1.6288433221376586
2005-02-17,GOOGL,4.9507012367248535,4.998748779296875,4.925175189971924,4.952452182769775,-0.25704874505068803
2005-02-18,GOOGL,4.967718124389648,4.97597599029541,4.921421051025391,4.953703880310059,0.025274298349371685
2005-02-22,GOOGL,4.917417049407959,4.977477073669434,4.764514923095703,4.789039134979248,-3.324073245179604
2005-02-23,GOOGL,4.837337017059326,4.8668670654296875,4.721220970153809,4.853603839874268,1.3481765981705494
2005-02-24,GOOGL,4.588839054107666,4.751000881195068,4.560309886932373,4.7269768714904785,-2.6089267390036786
2005-02-25,GOOGL,4.733482837677002,4.752752780914307,4.642392158508301,4.651401042938232,-1.5988195120661977
2005-02-28,GOOGL,4.6546549797058105,4.75150203704834,4.650900840759277,4.704453945159912,1.1405789724845319
2005-03-01,GOOGL,4.736987113952637,4.74849796295166,4.5545549392700195,4.656156063079834,-1.026641617562618
2005-03-02,GOOGL,4.653402805328369,4.696445941925049,4.613614082336426,4.634133815765381,-0.47297055803336663
2005-03-03,GOOGL,4.657907962799072,4.698448181152344,4.612361907958984,4.679930210113525,0.9882406544313552
2005-03-04,GOOGL,4.6721720695495605,4.685935974121094,4.631381034851074,4.652152061462402,-0.5935590362243716
2005-03-07,GOOGL,4.699199199676514,4.744744777679443,4.680429935455322,4.724975109100342,1.565362582216359
2005-03-08,GOOGL,4.732232093811035,4.751000881195068,4.628879070281982,4.634634971618652,-1.9119706537224626
2005-03-09,GOOGL,4.609859943389893,4.620871067047119,4.508509159088135,4.538288116455078,-2.0788445207352533
2005-03-10,GOOGL,4.52977991104126,4.534534931182861,4.439438819885254,4.504004001617432,-0.7554415664650727
2005-03-11,GOOGL,4.5155158042907715,4.52827787399292,4.433183193206787,4.449449062347412,-1.211254236240206
2005-03-14,GOOGL,4.46271276473999,4.46446418762207,4.318569183349609,4.379128932952881,-1.5804232930679334
2005-03-15,GOOGL,4.386887073516846,4.504505157470703,4.359610080718994,4.469719886779785,2.0686980267972634
2005-03-16,GOOGL,4.421922206878662,4.469719886779785,4.379630088806152,4.3943939208984375,-1.6852502570494712
2005-03-17,GOOGL,4.432682991027832,4.495494842529297,4.3993988037109375,4.48673677444458,2.1013786021090937
2005-03-18,GOOGL,4.474724769592285,4.514514923095703,4.462212085723877,4.5055060386657715,0.418327732709813
2005-03-21,GOOGL,4.486236095428467,4.55880880355835,4.435686111450195,4.526526927947998,0.4665600068411303
2005-03-22,GOOGL,4.53403377532959,4.55305290222168,4.4507012367248535,4.46946907043457,-1.2605217735729601
2005-03-23,GOOGL,4.453703880310059,4.5105109214782715,4.453703880310059,4.478979110717773,0.21277785198496646
2005-03-24,GOOGL,4.522021770477295,4.526025772094727,4.4844841957092285,4.485735893249512,0.15085541514515974
2005-03-28,GOOGL,4.546546936035156,4.624625205993652,4.52827787399292,4.540040016174316,1.210595635077977
2005-03-29,GOOGL,4.530780792236328,4.586586952209473,4.45620584487915,4.493743896484375,-1.019729331129399
2005-03-30,GOOGL,4.52052116394043,4.540791034698486,4.4944939613342285,4.515766143798828,0.49006458360214866
2005-03-31,GOOGL,4.453203201293945,4.5392889976501465,4.4454450607299805,4.517267227172852,0.033240945749255985
2005-04-01,GOOGL,4.548549175262451,4.5783281326293945,4.50425386428833,4.5055060386657715,-0.26036069852880633
2005-04-04,GOOGL,4.503252983093262,4.637638092041016,4.5005011558532715,4.636887073516846,2.91601062618885
2005-04-05,GOOGL,4.697947978973389,4.761260986328125,4.693943977355957,4.718968868255615,1.770191799743672
2005-04-06,GOOGL,4.735735893249512,4.745995998382568,4.6941938400268555,4.735235214233398,0.34470127758643426
2005-04-07,GOOGL,4.724224090576172,4.870369911193848,4.7207207679748535,4.848848819732666,2.399323378018526
2005-04-08,GOOGL,4.847096920013428,4.882381916046143,4.791040897369385,4.806056022644043,-0.8825351888571021
2005-04-11,GOOGL,4.8320817947387695,4.874875068664551,4.812812805175781,4.835586071014404,0.6144341270935795
2005-04-12,GOOGL,4.829830169677734,4.865365028381348,4.739990234375,4.853854179382324,0.3777847834706757
2005-04-13,GOOGL,4.841591835021973,4.862863063812256,4.747998237609863,4.828077793121338,-0.5310498689984645
2005-04-14,GOOGL,4.836586952209473,4.863863945007324,4.757256984710693,4.791040897369385,-0.7671147263766204
2005-04-15,GOOGL,4.757256984710693,4.76326322555542,4.621120929718018,4.629630088806152,-3.3690133735209438
2005-04-18,GOOGL,4.619119167327881,4.701702117919922,4.591842174530029,4.678928852081299,1.0648531811287585
2005-04-19,GOOGL,4.737987995147705,4.804804801940918,4.7054548263549805,4.789790153503418,2.3693735238740676
2005-04-20,GOOGL,4.96946907043457,5.017518043518066,4.902653217315674,4.957457065582275,3.500506425239111
2005-04-21,GOOGL,5.0155158042907715,5.130129814147949,4.987987995147705,5.1106109619140625,3.089364049062087
2005-04-22,GOOGL,5.578077793121338,5.6056060791015625,5.3618621826171875,5.400650978088379,5.67525132192196
2005-04-25,GOOGL,5.450951099395752,5.624124050140381,5.4434428215026855,5.593843936920166,3.577216147009188
2005-04-26,GOOGL,5.511011123657227,5.555555820465088,5.46271276473999,5.474224090576172,-2.1384194427464474
2005-04-27,GOOGL,5.455204963684082,5.5267767906188965,5.423923969268799,5.5,0.47085959575898845
2005-04-28,GOOGL,5.492992877960205,5.557558059692383,5.448197841644287,5.491742134094238,-0.15014301646839487
2005-04-29,GOOGL,5.553302764892578,5.561811923980713,5.450951099395752,5.5055060386657715,0.25062911250117004
2005-05-02,GOOGL,5.556807041168213,5.598097801208496,5.51076078414917,5.562812805175781,1.040899167261612
2005-05-03,GOOGL,5.551802158355713,5.709458827972412,5.538538932800293,5.660409927368164,1.7544563444877381
2005-05-04,GOOGL,5.686436176300049,5.752752780914307,5.680681228637695,5.718217849731445,1.0212674188803732
2005-05-05,GOOGL,5.721220970153809,5.721220970153809,5.652653217315674,5.680180072784424,-0.6652033543774118
2005-05-06,GOOGL,5.7157158851623535,5.736987113952637,5.667417049407959,5.70620584487915,0.4581856870951052
2005-05-09,GOOGL,5.7057061195373535,5.718217849731445,5.641390800476074,5.656156063079834,-0.8771113969579623
2005-05-10,GOOGL,5.642392158508301,5.7007012367248535,5.623623847961426,5.7007012367248535,0.7875520609444471
2005-05-11,GOOGL,5.729979991912842,5.805305004119873,5.703954219818115,5.7880377769470215,1.5320315272712703
2005-05-12,GOOGL,5.776025772094727,5.8115620613098145,5.7107110023498535,5.723723888397217,-1.111151845033878
2005-05-13,GOOGL,5.735235214233398,5.7830328941345215,5.688689231872559,5.73673677444458,0.22734999628025745
2005-05-16,GOOGL,5.747747898101807,5.796296119689941,5.719970226287842,5.782032012939453,0.7895645255443753
2005-05-17,GOOGL,5.76977014541626,5.842092037200928,5.76076078414917,5.8340840339660645,0.9002375101024261
2005-05-18,GOOGL,5.846096038818359,6.005255222320557,5.843843936920166,5.984984874725342,2.586538690233667
2005-05-19,GOOGL,6.014514923095703,6.035284996032715,5.96271276473999,5.985485076904297,0.008357618096370426
2005-05-20,GOOGL,6.036285877227783,6.047798156738281,5.997247219085693,6.046296119689941,1.0159751800282846
2005-05-23,GOOGL,6.085084915161133,6.458959102630615,6.073823928833008,6.392642974853516,5.72824830784727
2005-05-24,GOOGL,6.430429935455322,6.642642974853516,6.343843936920166,6.406405925750732,0.2152935953306882
2005-05-25,GOOGL,6.324574947357178,6.531031131744385,6.272021770477295,6.5267767906188965,1.8789141097714388
2005-05-26,GOOGL,6.53053092956543,6.6006011962890625,6.463963985443115,6.486485958099365,-0.617315925028144
2005-05-27,GOOGL,6.518017768859863,6.657907962799072,6.487738132476807,6.6566572189331055,2.623473818227503
2005-05-31,GOOGL,6.742492198944092,6.9669671058654785,6.740991115570068,6.938689231872559,4.236841460565033
2005-06-01,GOOGL,7.087087154388428,7.329579830169678,7.057558059692383,7.207207202911377,3.8698659367160166
2005-06-02,GOOGL,7.225474834442139,7.251751899719238,7.122121810913086,7.204705238342285,-0.03471475841684029
2005-06-03,GOOGL,7.176927089691162,7.239739894866943,6.942192077636719,7.013514041900635,-2.6536990774329188
2005-06-06,GOOGL,7.066816806793213,7.351100921630859,7.052803039550781,7.280780792236328,3.8107395057451843
2005-06-07,GOOGL,7.434935092926025,7.497247219085693,7.264764785766602,7.335334777832031,0.7492875716554378
2005-06-08,GOOGL,7.328578948974609,7.337087154388428,6.95695686340332,6.995995998382568,-4.626084421872221
2005-06-09,GOOGL,7.125124931335449,7.219719886779785,7.021020889282227,7.164915084838867,2.41451090731544
2005-06-10,GOOGL,7.181931972503662,7.1891889572143555,7.007507801055908,7.069570064544678,-1.3307208691969263
2005-06-13,GOOGL,7.002502918243408,7.1118621826171875,6.919919967651367,7.075826168060303,0.0884934084888786
2005-06-14,GOOGL,6.97172212600708,7.0380377769470215,6.9507012367248535,6.9657158851623535,-1.556147371101031
2005-06-15,GOOGL,6.881882190704346,6.939438819885254,6.692441940307617,6.8768768310546875,-1.2753757915521902
2005-06-16,GOOGL,6.863362789154053,6.96446418762207,6.833583831787109,6.942943096160889,0.9607015906967868
2005-06-17,GOOGL,6.981982231140137,7.014514923095703,6.904404163360596,7.014514923095703,1.030857173154569
2005-06-20,GOOGL,6.909159183502197,7.198948860168457,6.800049781799316,7.174674987792969,2.2832664332914767
2005-06-21,GOOGL,7.208959102630615,7.264764785766602,7.131381034851074,7.203203201293945,0.3976237745892967
2005-06-22,GOOGL,7.248999118804932,7.315314769744873,7.223974227905273,7.239739894866943,0.5072284170247312
2005-06-23,GOOGL,7.207207202911377,7.377627849578857,7.169670104980469,7.25,0.14171925071964492
2005-06-24,GOOGL,7.27977991104126,7.457457065582275,7.246747016906738,7.438689231872559,2.6026100947939117
2005-06-27,GOOGL,7.479979991912842,7.619369029998779,7.353854179382324,7.610109806060791,2.3044459695096084
2005-06-28,GOOGL,7.664665222167969,7.738988876342773,7.557558059692383,7.557558059692383,-0.6905517490241114
2005-06-29,GOOGL,7.570069789886475,7.617116928100586,7.311060905456543,7.325325012207031,-3.072858265210657
2005-06-30,GOOGL,7.365866184234619,7.480731010437012,7.283283233642578,7.361111164093018,0.4885264725640398
2005-07-01,GOOGL,7.383382797241211,7.413413047790527,7.237738132476807,7.288538932800293,-0.9858869085787869
2005-07-05,GOOGL,7.309810161590576,7.406907081604004,7.263012886047363,7.400149822235107,1.531320480879053
2005-07-06,GOOGL,7.439939975738525,7.447446823120117,7.291791915893555,7.295294761657715,-1.4169315905245097
2005-07-07,GOOGL,7.241991996765137,7.402401924133301,7.219970226287842,7.395895957946777,1.378987410046785
2005-07-08,GOOGL,7.413663864135742,7.444944858551025,7.358609199523926,7.413163185119629,0.23347039048457938
2005-07-11,GOOGL,7.417417049407959,7.422421932220459,7.282783031463623,7.341091156005859,-0.972216951306819
2005-07-12,GOOGL,7.342092037200928,7.367366790771484,7.28053092956543,7.301802158355713,-0.5351928863872444
2005-07-13,GOOGL,7.320069789886475,7.48848819732666,7.309810161590576,7.478979110717773,2.426482511023811
2005-07-14,GOOGL,7.641140937805176,7.676425933837891,7.509259223937988,7.52977991104126,0.6792477899916325
2005-07-15,GOOGL,7.538538932800293,7.592593193054199,7.502001762390137,7.53728723526001,0.09970177491830363
2005-07-18,GOOGL,7.507507801055908,7.555055141448975,7.45120096206665,7.495995998382568,-0.5478262349387167
2005-07-19,GOOGL,7.560060024261475,7.766517162322998,7.552553176879883,7.755255222320557,3.45863610378033
2005-07-20,GOOGL,7.646896839141846,7.823072910308838,7.552553176879883,7.807807922363281,0.6776398524122278
2005-07-21,GOOGL,7.859108924865723,7.952952861785889,7.7880377769470215,7.856356143951416,0.6217906750636368
2005-07-22,GOOGL,7.666916847229004,7.738988876342773,7.415666103363037,7.567567825317383,-3.6758557446045828
2005-07-25,GOOGL,7.567317008972168,7.589839935302734,7.381381034851074,7.403654098510742,-2.1660027447427086
2005-07-26,GOOGL,7.382633209228516,7.457457065582275,7.3095598220825195,7.4096598625183105,0.08111891678970293
2005-07-27,GOOGL,7.450951099395752,7.463212966918945,7.317317008972168,7.430681228637695,0.2837021740460872
2005-07-28,GOOGL,7.44269323348999,7.44269323348999,7.339338779449463,7.344844818115234,-1.1551620622837262
2005-07-29,GOOGL,7.3108110427856445,7.3283281326293945,7.181931972503662,7.20120096206665,-1.9557098836765423
2005-08-01,GOOGL,7.210209846496582,7.319819927215576,7.209710121154785,7.297547817230225,1.3379275994531326
2005-08-02,GOOGL,7.29729700088501,7.495494842529297,7.285284996032715,7.487236976623535,2.599354798956382
2005-08-03,GOOGL,7.457457065582275,7.5005011558532715,7.397397041320801,7.439939975738525,-0.6317016682212582
2005-08-04,GOOGL,7.396145820617676,7.482481956481934,7.388638973236084,7.4507012367248535,0.14464177159251757
2005-08-05,GOOGL,7.444944858551025,7.47022008895874,7.290040016174316,7.316065788269043,-1.8070171407784565
2005-08-08,GOOGL,7.347346782684326,7.398649215698242,7.269519805908203,7.288538932800293,-0.37625215881584856
2005-08-09,GOOGL,7.306305885314941,7.324324131011963,7.219970226287842,7.296546936035156,0.1098711732035239
2005-08-10,GOOGL,7.289790153503418,7.315566062927246,7.129128932952881,7.149148941040039,-2.0201061719642857
2005-08-11,GOOGL,7.154404163360596,7.1716718673706055,7.022522926330566,7.108357906341553,-0.5705718965277587
2005-08-12,GOOGL,7.091091156005859,7.262261867523193,7.04804801940918,7.250249862670898,1.9961284757870754
2005-08-15,GOOGL,7.252252101898193,7.326577186584473,7.101350784301758,7.107107162475586,-1.9743140292627182
2005-08-16,GOOGL,7.129128932952881,7.20195198059082,7.090590953826904,7.148397922515869,0.5809784360406434
2005-08-17,GOOGL,7.144895076751709,7.171421051025391,7.107107162475586,7.134634971618652,-0.19253196375465545
2005-08-18,GOOGL,6.9046549797058105,7.019519805908203,6.881882190704346,7.006756782531738,-1.7923578374452145
2005-08-19,GOOGL,7.031782150268555,7.043292999267578,6.997497081756592,7.007007122039795,0.0035728299957656856
